"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1902099","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","37/4141","95/18860",0.389473684210526,1.77384054194893,4.01062253809801,0.000130212509065647,0.00680051001043641,0.00595316211776223,"ACTB/ANAPC11/ANAPC7/APC/ARID1B/ATM/BCL7A/BCL7B/BUB3/CCNB1/CDC6/CENPF/CHFR/CUL3/DPF2/FBXO5/GEN1/HASPIN/HECW2/KLHL22/KNL1/MAD1L1/MAD2L1/MAP3K20/NEK6/NSMCE2/RAD21/RIOK2/SKA1/SKA3/SMARCA4/SMARCB1/SMARCC1/SMARCD3/SPC24/SPDL1/ZWINT",37
"GO:0034063","GO:0034063","stress granule assembly","19/4141","38/18860",0.5,2.27722772277228,4.18022870480009,0.000130361214257567,0.00680051001043641,0.00595316211776223,"ATXN2/ATXN2L/CAPRIN1/CIRBP/DAZAP2/DDX3X/DYNC1H1/EIF2S1/FMR1/G3BP2/HSF1/MAPT/PUM2/QKI/RPS23/TIA1/USP10/YTHDF1/YTHDF2",19
"GO:0060541","GO:0060541","respiratory system development","75/4141","231/18860",0.324675324675325,1.47871930050148,3.88297816780441,0.000133961086711741,0.00682003640203544,0.00597025550849109,"ABCA3/AIMP2/ALDH1A3/AP3B1/ASXL1/ATXN1/BAG6/BMP2/BMPR1A/BMPR2/CDC42/CEBPA/CHD7/CIC/COL6A1/CRISPLD2/DAG1/DLX5/DNAAF1/DNAAF3/ERRFI1/ESRP2/EXT1/FGFRL1/FKRP/FLT4/FOXA1/GLI3/HHIP/HIKESHI/HMGA2/HOXA5/HS6ST1/IL13/KRAS/LAMA5/LEF1/LHX3/LIF/LIPA/LOXL3/LTBP3/MAP2K2/MME/MMP14/MYCN/NFIB/NKIRAS1/NOTCH1/ODAD4/PDGFA/PHF14/PKD1/PLOD3/PPP3R1/PTK7/RAB3A/RARG/RPL13A/SIX4/SKI/SMAD2/SMCHD1/SOX11/SP3/SPEF2/SREBF1/SRSF6/TAB1/TIMELESS/TMEM38B/TULP3/VEGFA/WNT2B/ZIC3",75
"GO:1901875","GO:1901875","positive regulation of post-translational protein modification","48/4141","133/18860",0.360902255639098,1.6437132435048,3.95145419802518,0.000134367925471345,0.00682003640203544,0.00597025550849109,"AIMP2/ARRDC3/BIRC3/BIRC8/CDC14B/CDKN2A/CHFR/CRY1/CUL3/DCUN1D2/DCUN1D4/DDX3X/DNAJA3/EGR1/FZR1/HDAC4/NGF/NHLRC1/NOD2/NPM1/NSMCE3/PAXIP1/PHF23/PIAS1/PIAS4/PINK1/PRKN/PTTG1IP/RASSF1/RASSF5/RBX1/RIPK2/RNF111/SAE1/SENP2/SPRTN/SPSB4/STUB1/TBC1D7/TNIP1/TOLLIP/UBA2/UBB/UBE2S/UBE2V1/UBE2V2/UBE3A/UBQLN1",48
"GO:0014037","GO:0014037","Schwann cell differentiation","23/4141","50/18860",0.46,2.0950495049505,4.11241704412286,0.000135599992951849,0.00682003640203544,0.00597025550849109,"AKT1/AKT2/ARHGEF10/CDK1/CNTNAP1/COL6A1/DAG1/DICER1/ERBB2/GRB2/HRAS/MAP2K2/NDRG1/NF1/NTRK2/PALS1/PARD3/PLEC/POU3F1/PPP3R1/RELA/SKI/SOS1",23
"GO:0071763","GO:0071763","nuclear membrane organization","23/4141","50/18860",0.46,2.0950495049505,4.11241704412286,0.000135599992951849,0.00682003640203544,0.00597025550849109,"BROX/CDK1/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP6/CHMP7/CTDNEP1/DCTN1/EMD/NEK6/PAFAH1B1/PRKCA/PRKCB/RCC1/REEP3/SPAST/TMEM43/TOR1B/UBE2I/VPS4B",23
"GO:0032509","GO:0032509","endosome transport via multivesicular body sorting pathway","21/4141","44/18860",0.477272727272727,2.17371737173717,4.13427166907258,0.000137272298187934,0.00682003640203544,0.00597025550849109,"CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP6/CHMP7/HGS/LAPTM4B/LEPROTL1/LYST/MVB12B/PTPN23/RILP/SNX32/TMEM50B/UBXN6/VPS28/VPS37C/VPS4B/VTA1",21
"GO:0060236","GO:0060236","regulation of mitotic spindle organization","21/4141","44/18860",0.477272727272727,2.17371737173717,4.13427166907258,0.000137272298187934,0.00682003640203544,0.00597025550849109,"CCSAP/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP6/CHMP7/DCTN1/DYNC1H1/FSD1/GNAI1/GPSM2/HNRNPU/NUMA1/NUP62/PARP3/PKD1/RAE1/RCC1/VPS4B",21
"GO:0071824","GO:0071824","protein-DNA complex organization","84/4141","265/18860",0.316981132075472,1.44367644311601,3.8580158635037,0.000138828330204289,0.00684303422896733,0.00599038779149217,"ATAD2/BRD2/BRF1/CABIN1/CDC45/CDT1/CENPA/CENPF/CENPN/CENPO/CENPT/CHD1/CHD2/CHRAC1/ESR1/GMNN/GTF2A1/GTF2B/GTF2H5/H1-2/H1-5/H2AC25/H2AX/H2BC10/H2BC11/H2BC13/H2BC15/H2BC17/H2BC21/H2BC4/H2BC6/H2BC8/H3C12/H4C14/H4C15/HEY2/HIRA/HMGA1/HP1BP3/MCM2/MCM3AP/MCMDC2/MED11/MED15/MED18/MED20/MED25/MED26/MED28/MED4/MIS12/MIS18A/NAA60/NAP1L4/NFKBIZ/NPM1/PIAS1/POGZ/RNF4/SET/SMARCA4/SMARCA5/SMARCB1/SMARCC1/SMARCD3/SMYD3/SPTY2D1/TAF12/TAF1B/TAF4/TAF4B/TAF5/TAF6/TAF7/TAF8/TCF4/TSPY1/TSPY10/TSPY2/TSPY3/TSPY4/TSPY8/TSPY9/WNT10B",84
"GO:0030071","GO:0030071","regulation of mitotic metaphase/anaphase transition","36/4141","92/18860",0.391304347826087,1.78217821782178,3.98899440029782,0.000142761453519752,0.00692908382377517,0.00606571555180318,"ACTB/ANAPC11/ANAPC7/APC/ARID1B/ATM/BCL7A/BCL7B/BUB3/CCNB1/CDC6/CENPF/CUL3/DPF2/FBXO5/GEN1/HASPIN/HECW2/KLHL22/KNL1/MAD1L1/MAD2L1/MAP3K20/NEK6/NSMCE2/RAD21/RIOK2/SKA1/SKA3/SMARCA4/SMARCB1/SMARCC1/SMARCD3/SPC24/SPDL1/ZWINT",36
"GO:0032535","GO:0032535","regulation of cellular component size","109/4141","361/18860",0.301939058171745,1.3751679877129,3.81749117253037,0.000143824647982732,0.00692908382377517,0.00606571555180318,"ABITRAM/ABL1/ACTN2/AKT1S1/ANAPC2/AP2M1/ARF6/ARHGAP28/ARHGAP35/ARHGAP5/ARPC2/ARPC5/ATP13A2/BAG4/BDNF/BLOC1S2/BMPR2/BORCS8/BRK1/CAPG/CAPZA1/CAPZA2/CARMIL2/CDC42EP3/CDC42EP4/CDH4/CFL1/CHMP3/CLN8/COL6A1/CYRIB/DAAM2/DEPTOR/DISC1/DMTN/DNM1/DNM2/EPS8/EVL/FSTL4/GBA2/GOLGA4/GRB2/GSN/HP1BP3/HSP90AA1/KANK1/KANK2/KANK3/KIAA0319/KIRREL1/KXD1/LRRC8A/MAPT/MLST8/MT3/MTPN/MYO3A/NCKAP1/NGF/NPM1/NRCAM/PAFAH1B1/PDXP/PEX11G/PFN1/PFN2/PICALM/PLS1/PLXNA3/PLXNA4/PRKCE/PRR16/PUM2/PYCARD/RAC1/RAP1GAP2/RARG/RASA1/RHOA/RIN3/SCT/SEMA4F/SEMA6D/SLC12A1/SLC12A4/SLC12A6/SLIT1/SMURF1/SPART/SPECC1L/SPTAN1/SPTBN1/SPTBN2/SPTBN4/SSH1/SSH2/SVIL/TMOD3/TWF2/VAV1/VAV2/VEGFA/WASHC5/WDTC1/WNK3/WNT3/WNT7A/ZFYVE27",109
"GO:0010389","GO:0010389","regulation of G2/M transition of mitotic cell cycle","41/4141","109/18860",0.376146788990826,1.71314379144336,3.96050832536804,0.000143894711995331,0.00692908382377517,0.00606571555180318,"ABRAXAS1/ATM/AURKA/BABAM2/BRD4/BRSK1/CCNB1/CCND1/CDC14B/CDC25B/CDC25C/CDC6/CDC7/CDK1/CENPF/CHFR/DTL/FBXO5/FHL1/FOXN3/FOXO4/FZR1/INTS3/KCNH5/MARK3/MRNIP/NABP2/NAE1/PABIR1/PKMYT1/RAD21/RBBP8/RCC2/SMARCD3/TAOK1/TAOK2/TRIM39/UIMC1/VPS4B/WNT10B/ZFYVE19",41
"GO:0044839","GO:0044839","cell cycle G2/M phase transition","56/4141","162/18860",0.345679012345679,1.57437966018824,3.89432125291763,0.000149617616150396,0.00714966623741587,0.00625881325575702,"ABRAXAS1/AKAP8/ATF5/ATM/AURKA/BABAM2/BRD4/BRSK1/BRSK2/CALM3/CCNB1/CCND1/CCNQ/CDC14B/CDC25B/CDC25C/CDC6/CDC7/CDK1/CDK10/CENPF/CHFR/DNM2/DTL/FBXL15/FBXO5/FHL1/FOXN3/FOXO4/FZR1/INTS3/KCNH5/KDM8/KHDRBS1/MARK3/MRNIP/NABP2/NAE1/NPM1/PABIR1/PAXIP1/PKMYT1/PLK3/PPM1D/PPME1/RAD21/RBBP8/RCC2/SMARCD3/TAOK1/TAOK2/TRIM39/UIMC1/VPS4B/WNT10B/ZFYVE19",56
"GO:0019827","GO:0019827","stem cell population maintenance","65/4141","195/18860",0.333333333333333,1.51815181518152,3.85774152032749,0.000156990619686015,0.00744516120632162,0.00651748936272244,"ACTB/ARID4A/ASCL2/BCL7A/BCL7B/BICRA/BMP7/BMPR1A/BRAF/CDC73/CDKN2A/CNOT1/CTR9/CUL4A/DLL1/DPF2/EIF4ENIF1/FOXO1/FOXO3/GATA2/HMGA2/HOOK3/ING1/ING2/JAG1/KDM2B/KDM3A/KDM4C/KIT/KLF4/LBH/LDB1/LIF/LIG4/LRP5/LSM1/MED15/MED28/NFIB/NIPBL/NOTCH1/RBBP7/RTF1/SAP130/SAP30/SETD6/SINHCAF/SIRT6/SKI/SMARCA4/SMARCB1/SMARCC1/SMC5/SRRT/SS18/SUDS3/TAF5L/TBX3/TEAD4/TRIM8/WDR43/WNT7A/ZIC3/ZNF322/ZNF358",65
"GO:0006998","GO:0006998","nuclear envelope organization","27/4141","63/18860",0.428571428571429,1.95190947666195,4.01415785844728,0.000162969170456479,0.00767057900043276,0.0067148199556504,"BROX/CDK1/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP6/CHMP7/CTDNEP1/DCTN1/EMD/FNTA/ICMT/NEK6/NUP155/PAFAH1B1/PRKCA/PRKCB/RCC1/REEP3/SPAST/TMEM170A/TMEM43/TOR1B/UBE2I/VPS4B",27
"GO:0016072","GO:0016072","rRNA metabolic process","85/4141","270/18860",0.314814814814815,1.43381004767143,3.80815473656959,0.000164657797127876,0.00769222246283958,0.00673376662881165,"BOP1/BRF1/BYSL/CDKN2A/CHD7/DDX10/DDX11/DDX51/DDX52/DEDD2/DHX37/DKC1/ERCC2/ERCC6/ESF1/EXOSC1/EXOSC2/EXOSC5/EXOSC6/EXOSC8/FBL/FBLL1/FTSJ3/GEMIN4/GTF2H5/GTF3A/GTF3C1/GTF3C2/HEATR1/IMP3/KRI1/LYAR/MAK16/MAPT/MPHOSPH10/MPHOSPH6/MTERF4/MYG1/NAF1/NAT10/NCL/NOB1/NOL7/NOLC1/NOP56/POLR1A/POLR2E/POP4/POP7/PPAN/PRKDC/PWP1/PWP2/RBFA/RIOK2/RPF1/RPL5/RPP38/RPP40/RPS15/RPS16/RPUSD1/RRP1/RRP1B/RRP7A/RRP7BP/RRP9/SART1/SIRT7/SMARCA4/SMARCB1/SPIN1/SUV39H1/TAF1B/TFB1M/TOP1/TSR3/USP36/UTP18/UTP20/UTP4/WDR12/WDR18/WDR43/YTHDF2",85
"GO:0022011","GO:0022011","myelination in peripheral nervous system","16/4141","30/18860",0.533333333333333,2.42904290429043,4.15483257608537,0.000167824093112606,0.0077248442859185,0.00676232375189032,"AKT1/AKT2/ARHGEF10/CNTNAP1/COL6A1/DAG1/DICER1/NDRG1/NF1/NTRK2/PALS1/PARD3/PLEC/POU3F1/PPP3R1/SKI",16
"GO:0032292","GO:0032292","peripheral nervous system axon ensheathment","16/4141","30/18860",0.533333333333333,2.42904290429043,4.15483257608537,0.000167824093112606,0.0077248442859185,0.00676232375189032,"AKT1/AKT2/ARHGEF10/CNTNAP1/COL6A1/DAG1/DICER1/NDRG1/NF1/NTRK2/PALS1/PARD3/PLEC/POU3F1/PPP3R1/SKI",16
"GO:0000380","GO:0000380","alternative mRNA splicing, via spliceosome","34/4141","86/18860",0.395348837209302,1.80059866451761,3.94692135642677,0.00017095326126052,0.00781144098898434,0.0068381304504208,"CELF4/DHX9/DYRK1A/ESRP2/FMR1/HNRNPA1/HNRNPL/HNRNPM/HNRNPU/HNRNPUL2/KHDRBS1/KHDRBS3/NOVA1/PTBP1/RBFOX1/RBM14/RBM15B/RBM17/RBM19/RBMX/RNPS1/SAP18/SRSF1/SRSF10/SRSF12/SRSF2/SRSF4/SRSF5/SRSF6/SRSF9/STRAP/TIA1/WTAP/YTHDC1",34
"GO:0045931","GO:0045931","positive regulation of mitotic cell cycle","49/4141","138/18860",0.355072463768116,1.61716171617162,3.85953686605398,0.000181587713648352,0.00823723976404844,0.00721087442603601,"ABL1/AKT1/ANAPC11/ANAPC7/AURKA/BRD4/CCNB1/CCND1/CCND3/CCNE2/CDC25B/CDC25C/CDC6/CDC7/CDK1/CDK10/CPSF3/CUL3/CUL4A/DDX3X/DTL/DUSP3/EGFR/EIF4EBP1/FBXO5/FOXA1/HSF1/LSM11/MAD1L1/MEIS2/MEPCE/MIR372/NEUROG1/NSMCE2/PAFAH1B1/PLRG1/PPP1R10/PRKCA/RCC2/SKA1/SKA3/SMARCD3/STAT5B/TFDP1/TMOD3/UBE2E2/USP2/VPS4B/WNT10B",49
"GO:0051168","GO:0051168","nuclear export","59/4141","174/18860",0.339080459770115,1.54432684647775,3.82603553425433,0.00018397110146131,0.00828531723127913,0.00725296141012933,"ADAR/ALKBH5/ALYREF/ATXN1/BAG3/CCHCR1/CDKN1B/CDKN2A/CTDSPL2/DDX25/DDX39A/DDX39B/DHX9/EIF4ENIF1/EMD/FMR1/FYTTD1/GAS6/GLE1/HNRNPA1/IWS1/KHDRBS1/MCM3AP/NEMF/NPM1/NSUN2/NUP107/NUP155/NUP214/NUP62/NXF1/PCID2/PKD1/PPM1A/RAE1/RAN/RANBP2/RANBP3/RBM10/RBM15B/RBM33/RIOK2/RPS15/SIRT6/SIRT7/SMG6/SMG7/SMURF1/THOC3/THOC6/TXN/UBE2I/UPF1/UPF2/XPO5/XPO7/XPOT/YTHDC1/YWHAE",59
"GO:2000781","GO:2000781","positive regulation of double-strand break repair","38/4141","100/18860",0.38,1.73069306930693,3.88589770611348,0.000194086084938083,0.00865135859399922,0.00757339378516226,"ACTB/ARID1B/ATM/BCL7A/BCL7B/DDX11/DPF2/EPC1/EPC2/ERCC6/FUS/H2AX/KMT5C/MBTD1/MEAF6/MORF4L1/MRGBP/MRNIP/PARP1/PARP3/PIAS4/PRKDC/RAD51AP1/RNF126/RUVBL1/SETMAR/SHLD2/SIRT6/SMARCA4/SMARCB1/SMARCC1/SMARCD3/SMCHD1/SPIRE2/TIMELESS/UBE2V2/YEATS4/ZCWPW1",38
"GO:0098727","GO:0098727","maintenance of cell number","66/4141","200/18860",0.33,1.5029702970297,3.79292547413263,0.000194862869289759,0.00865135859399922,0.00757339378516226,"ACTB/ARID4A/ASCL2/BCL7A/BCL7B/BICRA/BMP7/BMPR1A/BRAF/CDC73/CDKN2A/CNOT1/CTR9/CUL4A/DLL1/DPF2/EIF4ENIF1/EZH2/FOXO1/FOXO3/GATA2/HMGA2/HOOK3/ING1/ING2/JAG1/KDM2B/KDM3A/KDM4C/KIT/KLF4/LBH/LDB1/LIF/LIG4/LRP5/LSM1/MED15/MED28/NFIB/NIPBL/NOTCH1/RBBP7/RTF1/SAP130/SAP30/SETD6/SINHCAF/SIRT6/SKI/SMARCA4/SMARCB1/SMARCC1/SMC5/SRRT/SS18/SUDS3/TAF5L/TBX3/TEAD4/TRIM8/WDR43/WNT7A/ZIC3/ZNF322/ZNF358",66
"GO:0048732","GO:0048732","gland development","132/4141","454/18860",0.290748898678414,1.32420290487198,3.7088384122156,0.000197647409940382,0.00871318863539992,0.00762751976389642,"ABL1/AKT1/AKT2/ALDH1A3/ARF6/ARHGAP35/ARHGAP5/ARMC5/ASH1L/ASXL1/ATM/ATP7B/AURKA/BCL11B/BMP2/BMP7/BMPR1A/BRAF/BTBD7/CACNB4/CCND1/CDKN1B/CDKN2A/CEBPA/CLDN1/COA5/CRHR1/CRIP1/CRKL/CSNK2A2/CUL3/DAG1/DBP/DDR1/DNAAF1/E2F7/EGFR/EPHA2/EPHB3/ERRFI1/ESR1/ESRP2/ETV5/EXT1/EZH2/FADD/FKBP4/FOXA1/FOXC1/FRS2/GATA2/GLI3/HMGA2/HOXA5/HOXA9/HOXB9/HOXD3/HSPA12A/ID2/IGF2/INHBB/INSM1/JAK2/JARID2/KRAS/LAMA5/LBH/LEF1/LHX3/LIPA/LRP5/MAD1L1/MAP2K2/MESP1/MPST/MTX1/MYB/NCOA1/NCOR2/NF1/NFIB/NFKB1/NOTCH1/NRG1/NRG3/ONECUT1/OTC/PAX6/PCNA/PDGFA/PERP/PKD1/PKD2/PLXNA1/PML/PPARA/PPDPF/PSAP/PTCH1/PTF1A/RAP1GAP/RARG/RCBTB2/RELA/RHBDD3/RPS15/SALL1/SIX3/SIX4/SMAD4/SMARCB1/SMARCC1/SNAI2/SOD2/SP3/SRD5A1/SRP54/SRSF1/SRSF5/STAT5B/SULF2/TBX3/TNFRSF11A/TWSG1/UBE3A/UPF2/USF2/VEGFA/WNT10A/WNT3/WNT4/ZIC3",132
"GO:1902903","GO:1902903","regulation of supramolecular fiber organization","117/4141","395/18860",0.29620253164557,1.34904123323725,3.71854823346637,0.000199072325353529,0.00871463466232933,0.00762878561494644,"ABI2/ABITRAM/ABL1/ACTG1/ACTN2/AKAP13/APC/APC2/ARAP1/ARF1/ARF6/ARHGAP28/ARHGAP35/ARHGEF10/ARHGEF10L/ARHGEF18/ARHGEF5/ARPC2/ARPC5/ASAP3/BAG4/BBOF1/BMERB1/BRAF/BRK1/CAMSAP1/CAMSAP3/CAPG/CAPZA1/CAPZA2/CARMIL2/CARMIL3/CCDC88C/CD47/CDC42/CDC42EP3/CDC42EP4/CDK5R1/CDKN1B/CFL1/CKAP2/CLASP1/CLIP3/CORO2B/CTNNA2/CYRIB/DAAM2/DAPK3/DCTN1/DMTN/DYRK1A/EML2/EPS8/EVL/FKBP4/FLNA/GBA2/GRB2/GSN/HAUS3/HAUS6/HDGFL3/INPP5K/ITGB1BP1/KANK1/KANK2/KANK3/KIRREL1/MAP1S/MAPRE3/MAPT/MECP2/MLST8/MTPN/MTSS1/NCKAP1/NUMA1/PDE4DIP/PDXP/PFDN1/PFN1/PFN2/PPM1F/PPP2CA/PRKCE/PRKN/PTGER4/PXN/PYCARD/RAC1/RASA1/RHOA/RHPN1/RHPN2/RNH1/ROCK1/SKA1/SMAD4/SORBS3/SPAST/SPECC1L/SPTAN1/SPTBN1/SPTBN2/SPTBN4/SSH1/SSH2/SVIL/TAOK1/TJP1/TMOD3/TPM1/TRIM27/TTBK2/TWF2/WASHC5/WNT4",117
"GO:0090224","GO:0090224","regulation of spindle organization","22/4141","48/18860",0.458333333333333,2.08745874587459,4.00118578239506,0.000201293316212488,0.00875066777423733,0.00766032897808635,"CCSAP/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP6/CHMP7/DCTN1/DYNC1H1/FSD1/GNAI1/GPSM2/HNRNPU/NUMA1/NUP62/PARP3/PKD1/RAE1/RCC1/RNF4/VPS4B",22
"GO:0032984","GO:0032984","protein-containing complex disassembly","83/4141","264/18860",0.314393939393939,1.43189318931893,3.74836041739569,0.00020489835647905,0.00884595663144036,0.00774374478279444,"ABCE1/ACTN2/ADRB2/AFG2B/APC/APC2/ATAD2/BBOF1/BMERB1/BNIP3/CAPG/CAPZA1/CAPZA2/CARMIL2/CCDC88C/CCSAP/CFL1/CHMP1A/CHMP2A/CHMP2B/CHMP3/CHMP5/CHMP6/CHMP7/CKAP2/CLASP1/DMTN/DNAJC17/EIF5A/ELP6/EPS8/GAK/GSN/GSPT1/H2AC25/HDGFL3/HMGA1/IGF1R/JMJD4/KIF2A/KIF5B/KLC1/MAP1LC3B/MAP1S/MCOLN1/MFSD8/MICAL3/MTPN/MTRFR/NAPB/NSF/PDXP/PHF23/PPP1R10/RUBCN/SCAF4/SET/SETX/SMAD7/SMARCA4/SMARCB1/SMARCC1/SMARCD3/SNX14/SPAST/SPECC1L/SPTAN1/SPTBN1/SPTBN2/SPTBN4/STX17/SVIL/TAOK1/TBC1D25/TMOD3/TRAF2/TTBK2/TWF2/UBQLN1/UBQLN4/UPF1/VPS4B/VTA1",83
"GO:1903322","GO:1903322","positive regulation of protein modification by small protein conjugation or removal","47/4141","132/18860",0.356060606060606,1.62166216621662,3.80161817726455,0.000225834136316954,0.00960846954818084,0.00841124810288035,"AIMP2/ARRDC3/BIRC3/BIRC8/CDC14B/CDKN2A/CHFR/CRY1/CUL3/DCUN1D2/DCUN1D4/DDX3X/DNAJA3/FZR1/HDAC4/NGF/NHLRC1/NOD2/NPM1/NSMCE3/PAXIP1/PHF23/PIAS1/PIAS4/PINK1/PRKN/PTTG1IP/RASSF1/RASSF5/RBX1/RIPK2/RNF111/SAE1/SENP2/SPRTN/SPSB4/STUB1/TBC1D7/TNIP1/TOLLIP/UBA2/UBB/UBE2S/UBE2V1/UBE2V2/UBE3A/UBQLN1",47
"GO:0070936","GO:0070936","protein K48-linked ubiquitination","41/4141","111/18860",0.369369369369369,1.68227633574168,3.82389128043207,0.000227165094749323,0.00960846954818084,0.00841124810288035,"ANAPC1/ANAPC10/ANAPC11/ANAPC13/ANAPC16/ANAPC2/ANAPC7/CDC34/CUL3/DUSP22/FBXO45/FBXO7/FOXO4/ITCH/KBTBD2/PPIA/PRKN/RBX1/RNF126/RNF152/RNF170/RNF187/RNF216/RNF4/RNF5/SKP1/TCF25/TTC3/UBE2D2/UBE2D3/UBE2D4/UBE2E2/UBE2G1/UBE2G2/UBE2K/UBE2Q2/UBE2R2/UBE2T/UBE3A/USP38/ZNRF1",41
"GO:0090398","GO:0090398","cellular senescence","41/4141","111/18860",0.369369369369369,1.68227633574168,3.82389128043207,0.000227165094749323,0.00960846954818084,0.00841124810288035,"ABL1/ATM/BCL2L12/BMAL1/BMPR1A/CDKN1B/CDKN2A/DNAJA3/FBXO5/FZR1/GINS3/HMGA1/HMGA2/HRAS/ID2/ING2/KRAS/MAP2K3/MAP2K7/MAPK11/MIF/MNT/MORC3/NEK6/NPM1/NSMCE2/NUAK1/NUP62/OPA1/PML/RSL1D1/SIRT6/SMC5/SMC6/SUV39H1/TBX3/TWIST1/ULK3/VASH1/WNT16/YBX1",41
"GO:0007416","GO:0007416","synapse assembly","88/4141","284/18860",0.309859154929577,1.41123971552085,3.7038288632013,0.000233286144184428,0.00980114941338605,0.00857991993376287,"ABL1/ACHE/ADGRB2/ADGRB3/ADGRL3/AMIGO1/AMIGO3/ARF6/ARHGAP12/ARMCX5-GPRASP2/ASIC1/BDNF/BSN/C1QL3/CAPRIN1/CARMIL3/CBLN1/CBLN2/CC2D1A/CHD4/CLSTN1/CRIPT/CRK/CRKL/CRMP1/CRTAC1/CUX2/DBNL/DNM3/DOCK1/EFNB2/ELFN1/EPHB2/EPHB3/FARP1/FBXO45/GABRA4/GABRA6/GABRB2/GABRB3/GABRE/GAP43/GNA13/GNPAT/GPRASP3/LINGO2/LRFN1/LRFN4/LRFN5/LRRC24/LRTM2/MAPT/MDGA1/MECP2/MEF2C/NAE1/NCKIPSD/NECTIN1/NRCAM/NRG3/NRXN2/NTRK2/PCDH17/PCLO/PLXNA1/PLXNA3/PLXNA4/PLXNC1/POU4F1/PRKCA/PUM2/RAC1/RHOG/RTN4RL2/S1PR2/SDK1/SENP1/SETD5/SIX4/SLIT1/SLITRK4/SPTBN2/SRGAP1/STAU2/UBE2M/VPS35/WNT7A/ZDHHC12",88
"GO:0051148","GO:0051148","negative regulation of muscle cell differentiation","30/4141","74/18860",0.405405405405405,1.84640085630185,3.86943528644007,0.000240388451471762,0.0100322113747548,0.00878219142710169,"BDNF/BMP2/BMPR1A/BMPR2/DLL1/DNMT1/EZH2/FOXO4/FOXP1/FRS2/HDAC4/HDAC5/HEY2/ID2/IGF2/MECP2/MED28/MIR199A1/NFATC1/NFATC2/NFATC3/NOTCH1/PDCD4/PPARA/PTBP1/RCAN1/RGS2/SMAD4/YBX1/YY1",30
"GO:0072655","GO:0072655","establishment of protein localization to mitochondrion","46/4141","129/18860",0.356589147286822,1.62406938368255,3.77242003822294,0.000251829795452334,0.0104400961558385,0.00913925350383306,"AKT1/AP3B1/BAG3/BAG4/BAP1/BID/BNIP3L/CALM3/CDKN2A/CHCHD4/COX18/CSNK2A2/DDIT3/DNAJA1/FBXO7/GDAP1/GRPEL1/GRPEL2/HSP90AA1/HSPD1/MAPT/MOAP1/MTCH2/MTERF4/MTX1/MTX2/NPEPPS/OXA1L/PAM16/PINK1/PRKN/ROMO1/SAE1/SREBF1/SREBF2/TIMM13/TIMM29/TIMM8B/TOMM20/TOMM34/TOMM40/TOMM7/UBE2D3/UBE2J2/UBL5/USP36",46
"GO:0007005","GO:0007005","mitochondrion organization","122/4141","417/18860",0.292565947242206,1.33247857159817,3.64157029084341,0.00025688758401952,0.0105797123418565,0.00926147342386163,"ACAD9/AFG3L2/AIFM2/AKT1/AP3B1/ATAD3A/ATP13A2/ATP5F1D/ATPAF1/ATPAF2/AURKA/BID/BLOC1S2/BNIP3/BNIP3L/BOK/CALM3/CEBPA/CHCHD4/CLN8/CNTNAP1/COA1/COA4/COA5/COL6A1/COX17/COX18/COX7A2L/CTCF/CYRIB/DAP3/DNAJA3/DNAJC11/DNM1L/EIF2S1/ENDOG/FASTKD3/FEZ1/FMC1/FUNDC1/FZD9/GABPB1/GCLM/GDAP1/HRK/HSD17B10/HSPD1/IMMT/INF2/LETM1/LIG3/LIPA/LONP1/MAPT/MCL1/MFSD8/MICOS13/MOAP1/MSTO1/MTCH2/MTFR1/MTX1/MTX2/NDUFAF5/NDUFAF6/NDUFS7/NDUFS8/NOA1/OMA1/OPA1/OXA1L/PARP1/PGAM5/PINK1/PLEC/POLG2/PPARG/PPM1K/PRDX3/PRELID1/PRKN/PUM2/PYCARD/RAB3A/RAB5IF/RALBP1/RCC1L/ROMO1/RTL10/SCO2/SDHAF3/SDHAF4/SHARPIN/SIRT5/SIRT7/SLC25A31/SLC25A33/SLC25A4/SLC25A6/SLC35F6/SOD2/SPG7/TFAM/TFRC/THG1L/TIMM13/TIMM29/TIMM8B/TMEM135/TMEM14A/TMEM70/TOMM20/TOMM40/TOMM7/TRIAP1/UQCC1/UQCC2/UQCC5/UQCC6/UQCRFS1/VPS13C/VPS35",122
